id,name,experiences_offered,host_id,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,street,neighbourhood,neighbourhood_cleansed,city,state,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,factor_city
7134759,Master in Modern Townhouse,none,23228606,Elin,2014-11-01,within an hour,1.00,1.00,FALSE,Ballard,3,3,"    email  ,   phone  ,   facebook  ,   google  ,   linkedin  ,   reviews  ,   jumio    ",TRUE,TRUE,"Northwest 56th Street, Seattle, WA 98107, United States",Ballard,Adams,Seattle,WA,98107,Townhouse,Private room,2,1,1,1,Real Bed,"""Wireless Internet"",""Kitchen"",""Heating"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector"",""Essentials"",""Shampoo""",NA,$60.00 ,NA,NA,NA,$55.00 ,1,$0.00 ,1,26,2 days ago,TRUE,15,43,45,47,1/4/2016,16,2015-09-03,2015-12-19,98,10,10,10,10,10,10,FALSE,NA,FALSE,moderate,FALSE,FALSE,3,3.87,Seattle
4532538,Classic old Ballard home,none,23489864,Daniel,2014-11-08, , , ,FALSE,Ballard,1,1,"    email  ,   phone  ,   reviews    ",TRUE,FALSE,"Northwest 60th Street, Seattle, WA 98107, United States",Ballard,Adams,Seattle,WA,98107,House,Entire home/apt,5,3,3,5,Real Bed,"""Cable TV"",""Wireless Internet"",""Free Parking on Premises"",""Heating"",""Family/Kid Friendly"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector"",""Shampoo""",NA,$180.00 ,NA,NA,NA,$150.00 ,1,$0.00 ,5,1125,4 months ago,TRUE,30,60,90,365,1/4/2016,1,2016-01-01,2016-01-01,100,10,10,10,10,10,10,FALSE,NA,FALSE,strict,FALSE,FALSE,1,1,Seattle
7534398,Private bedroom in heart of Ballard,none,39472587,Kelly,2015-07-24,within an hour,1.00,1.00,FALSE,Ballard,1,1,"    email  ,   phone  ,   facebook  ,   reviews  ,   kba    ",TRUE,TRUE,"20th Avenue Northwest, Seattle, WA 98107, United States",Ballard,Adams,Seattle,WA,98107,Apartment,Private room,3,1,1,1,Real Bed,"""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Pets live on this property"",""Cat(s)"",""Heating"",""Family/Kid Friendly"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",""Essentials"",""Shampoo"",""24-Hour Check-in"",Hangers,""Hair""Dryer"""",Iron,""Laptop Friendly Workspace""",NA,$69.00 ,$350.00 ,"$1,250.00 ",NA,NA,2,$15.00 ,1,1125,3 days ago,TRUE,1,4,34,114,1/4/2016,8,2015-10-26,2015-12-21,100,10,10,10,10,10,10,FALSE,NA,FALSE,moderate,FALSE,FALSE,1,3.38,Seattle
9387189,Party Central Studio on Ballard Ave,none,1539790,Alianna,2011-12-27,within a few hours,1.00,1.00,FALSE,Ballard,1,1,"    email  ,   phone  ,   facebook  ,   reviews  ,   jumio    ",TRUE,TRUE,"Ballard Avenue Northwest, Seattle, WA 98107, United States",Ballard,Adams,Seattle,WA,98107,Apartment,Entire home/apt,3,1,0,1,Real Bed,"""Wireless Internet"",""Kitchen"",""Pets Allowed"",""Pets live on this property"",""Dog(s)"",""Heating"",""Washer"",""Dryer"",""Smoke Detector"",""First Aid Kit"",""Essentials"",""Shampoo"",""24-Hour Check-in"",Hangers,""Hair""Dryer"""",Iron",NA,$90.00 ,NA,NA,NA,$25.00 ,2,$15.00 ,1,1125,yesterday,TRUE,27,57,87,112,1/4/2016,1,2015-12-05,2015-12-05,100,10,10,10,10,10,10,FALSE,NA,FALSE,flexible,FALSE,FALSE,1,1,Seattle
6337492,Nice 1 bedroom apartment in Ballard,none,32998581,Katelynn,2015-05-09,within an hour,1.00,1.00,FALSE,NA,1,1,"    email  ,   phone  ,   reviews  ,   jumio    ",TRUE,TRUE,"NW 56th St, Seattle, WA 98107, United States",NA,Adams,Seattle,WA,98107,Apartment,Entire home/apt,2,1,1,1,Real Bed,NA,NA,$80.00 ,$665.00 ,NA,NA,NA,2,$0.00 ,1,1125,3 months ago,TRUE,0,0,0,149,1/4/2016,5,2015-05-19,2015-10-10,92,9,8,9,10,10,10,FALSE,NA,FALSE,flexible,FALSE,FALSE,1,0.65,Seattle
10231701,Private room & bath- Ballard,none,52580911,Karen,2015-12-28, , , ,FALSE,Ballard,1,1,"    email  ,   phone  ,   google    ",TRUE,FALSE,"Northwest 57th Street, Seattle, WA 98107, United States",Ballard,Adams,Seattle,WA,98107,Townhouse,Private room,2,1.5,1,1,Real Bed,"""Cable TV"",""Wireless Internet"",""Kitchen"",""Pets live on this property"",""Cat(s)"",""Heating"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",""Essentials"",""Shampoo"",""24-Hour Check-in"",Hangers,""Hair""Dryer"""",Iron",NA,$65.00 ,NA,NA,NA,$25.00 ,1,$0.00 ,1,1125,a week ago,TRUE,30,57,87,176,1/4/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,flexible,FALSE,FALSE,1,NA,Seattle
1609922,Cute Cozy Townhome in Old Ballard,none,3494510,Katie,2012-09-06,within a few hours,1.00, ,TRUE,Ballard,1,1,"    email  ,   phone  ,   facebook  ,   reviews  ,   jumio    ",TRUE,TRUE,"Northwest 58th Street, Seattle, WA 98107, United States",Ballard,Adams,Seattle,WA,98107,House,Entire home/apt,5,1.5,2,2,Real Bed,"""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Indoor Fireplace"",""Heating"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Essentials"",""Shampoo""",NA,$150.00 ,NA,NA,$100.00 ,$90.00 ,2,$10.00 ,4,1125,yesterday,TRUE,0,10,11,16,1/4/2016,26,2013-10-14,2015-11-29,94,10,9,10,10,10,9,FALSE,NA,FALSE,moderate,FALSE,FALSE,1,0.96,Seattle
4236723,Ballard Bunkhouse - Bottom Bunk,none,2231298,Chris,2012-04-26,within an hour,1.00,1.00,FALSE,Ballard,4,4,"    email  ,   phone  ,   facebook  ,   reviews  ,   kba    ",TRUE,TRUE,"Northwest 60th Street, Seattle, WA 98107, United States",Ballard,Adams,Seattle,WA,98107,House,Entire home/apt,6,1.5,2,3,Real Bed,"""Cable TV"",""Wireless Internet"",""Wheelchair Accessible"",""Kitchen"",""Free Parking on Premises"",""Pets Allowed"",""Heating"",""Family/Kid Friendly"",""Suitable for Events"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Essentials"",""Shampoo"",""24-Hour Check-in"",Hangers,""Hair""Dryer"""",Iron,""Laptop Friendly Workspace""",NA,$195.00 ,"$1,200.00 ","$4,950.00 ",NA,NA,4,$20.00 ,1,1125,3 days ago,TRUE,30,57,87,362,1/4/2016,113,2014-10-12,2016-01-02,94,9,9,10,10,10,9,FALSE,NA,TRUE,moderate,FALSE,FALSE,2,7.53,Seattle
7843837,Charming Ballard Apartment,none,19001873,Kailee,2014-07-27,within a day,0.50,1.00,FALSE,Ballard,1,1,"    email  ,   phone  ,   google  ,   reviews  ,   jumio    ",TRUE,TRUE,"22nd Avenue Northwest, Seattle, WA 98107, United States",Ballard,Adams,Seattle,WA,98107,Apartment,Entire home/apt,4,1,1,1,Real Bed,"""Wireless Internet"",""Kitchen"",""Pets Allowed"",""Heating"",""Family/Kid Friendly"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector"",""Essentials""",NA,$149.00 ,NA,NA,NA,NA,1,$0.00 ,1,7,3 days ago,TRUE,22,28,28,183,1/4/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,flexible,FALSE,FALSE,1,NA,Seattle
3076065,Foodie Paradise near DT Seattle,none,15655683,Michael,2014-05-18,within a day,1.00, ,TRUE,Ballard,1,1,"    email  ,   phone  ,   linkedin  ,   reviews  ,   kba    ",TRUE,TRUE,"17th Avenue Northwest, Seattle, WA 98107, United States",Ballard,Adams,Seattle,WA,98107,House,Entire home/apt,5,3,2,2,Real Bed,"""Wireless Internet"",""Kitchen"",""Indoor Fireplace"",""Heating"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Essentials"",""Shampoo""",NA,$224.00 ,NA,NA,$600.00 ,$120.00 ,1,$0.00 ,3,1125,5 weeks ago,TRUE,30,60,90,365,1/4/2016,15,2015-01-02,2015-09-21,96,10,10,9,10,10,9,FALSE,NA,FALSE,strict,FALSE,FALSE,1,1.22,Seattle
6423204,Charming 1919 cottage in Ballard,none,33367198,Mark And Marti,2015-05-14,within a few hours,1.00,1.00,FALSE,Ballard,1,1,"    email  ,   phone  ,   google  ,   linkedin  ,   reviews  ,   kba    ",TRUE,TRUE,"Northwest 57th Street, Seattle, WA 98107, United States",Ballard,Adams,Seattle,WA,98107,House,Entire home/apt,3,1,2,2,Real Bed,"""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Heating"",""Family/Kid Friendly"",""Washer"",""Dryer"",""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",""Essentials""",NA,$115.00 ,NA,NA,$200.00 ,$40.00 ,2,$10.00 ,3,1125,yesterday,TRUE,10,25,54,54,1/4/2016,44,2015-05-25,2015-12-27,91,9,9,10,10,9,9,FALSE,NA,FALSE,strict,FALSE,FALSE,1,5.87,Seattle
8338849,Charming Old Ballard bungalow,none,43954674,Brian,2015-09-11,within a day,0.67,1.00,FALSE,Ballard,3,3,"    email  ,   phone  ,   facebook  ,   google  ,   reviews  ,   kba    ",TRUE,TRUE,", Seattle, WA 98107, United States",Ballard,Adams,Seattle,WA,98107,House,Private room,2,1,1,1,Real Bed,"""Wireless Internet"",""Kitchen"",""Heating"",""Washer"",""Dryer"",""Smoke Detector"",""Fire Extinguisher"",""Essentials""",NA,$55.00 ,NA,NA,NA,NA,1,$0.00 ,1,1125,yesterday,TRUE,0,2,2,249,1/4/2016,7,2015-09-17,2015-09-30,94,10,10,10,10,10,10,FALSE,NA,FALSE,flexible,FALSE,FALSE,2,1.91,Seattle
6401209,Plum House - 4 bdrm Ballard luxury,none,28770702,Mercy,2015-03-04,within a few hours,1.00,1.00,TRUE,Ballard,4,4,"    email  ,   phone  ,   facebook  ,   google  ,   linkedin  ,   reviews  ,   jumio    ",TRUE,TRUE,"Northwest 61st Street, Seattle, WA 98107, United States",Ballard,Adams,Seattle,WA,98107,House,Entire home/apt,8,2.5,4,5,Real Bed,"""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Hot Tub"",""Heating"",""Family/Kid Friendly"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Essentials"",""Shampoo"",""24-Hour Check-in"",Hangers,""Hair""Dryer"""",Iron,""Laptop Friendly Workspace""",NA,$338.00 ,"$2,100.00 ","$7,000.00 ",$500.00 ,$200.00 ,6,$0.00 ,3,1125,today,TRUE,16,46,72,154,1/4/2016,13,2015-06-29,2015-12-28,97,10,10,10,10,10,10,FALSE,NA,FALSE,strict,FALSE,FALSE,1,2.05,Seattle
20928,Victorian in the Heart of Ballard,none,79450,Brad & Liz,2010-02-09,within an hour,1.00,1.00,TRUE,Ballard,2,2,"    email  ,   phone  ,   facebook  ,   linkedin  ,   reviews  ,   kba    ",TRUE,TRUE,"Nw 60th St, Seattle, WA 98107, United States",Ballard,Adams,Seattle,WA,98107,House,Entire home/apt,2,1,1,1,Futon,"""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Pets live on this property"",""Cat(s)"",""Hot Tub"",""Heating"",""Smoke Detector"",""Fire Extinguisher"",""Essentials"",""Shampoo""",NA,$79.00 ,$499.00 ,NA,NA,$10.00 ,1,$0.00 ,2,14,today,TRUE,15,41,59,334,1/4/2016,44,2015-06-07,2015-12-23,97,10,10,10,10,10,10,FALSE,NA,TRUE,moderate,FALSE,FALSE,2,6.23,Seattle
3344977,Private room blocks to DT Ballard,none,16884006,Alex,2014-06-17,within an hour,1.00,1.00,TRUE,Ballard,1,1,"    email  ,   phone  ,   linkedin  ,   reviews  ,   jumio    ",TRUE,TRUE,"Northwest 57th Street, Seattle, WA 98107, United States",Ballard,Adams,Seattle,WA,98107,House,Private room,2,1,1,1,Real Bed,"""Wireless Internet"",""Pets live on this property"",""Cat(s)"",""Heating"",""Smoke Detector"",""Carbon Monoxide Detector"",""Essentials"",""Shampoo""",NA,$80.00 ,$500.00 ,"$2,000.00 ",$100.00 ,$15.00 ,1,$0.00 ,1,31,2 weeks ago,TRUE,20,47,77,166,1/4/2016,56,2014-07-13,2015-10-25,96,10,10,10,10,10,10,FALSE,NA,FALSE,moderate,FALSE,FALSE,1,3.11,Seattle
7604621,Heart of Ballard private room,none,39884676,Will,2015-07-29,within an hour,1.00,1.00,FALSE,Ballard,1,1,"    phone  ,   reviews    ",TRUE,FALSE,"Northwest Brygger Place, Seattle, WA 98107, United States",Ballard,Adams,Seattle,WA,98107,Townhouse,Entire home/apt,2,1,0,1,Real Bed,"""Wireless Internet"",""Heating"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",""Essentials"",""Shampoo""",NA,$85.00 ,$525.00 ,NA,$200.00 ,$35.00 ,1,$0.00 ,2,1125,5 days ago,TRUE,30,60,89,89,1/4/2016,11,2015-10-04,2015-12-23,95,10,10,9,10,10,9,FALSE,NA,TRUE,moderate,FALSE,FALSE,1,3.55,Seattle
3303978,Private 1BR apartment with kitchen,none,16687781,Andrea,2014-06-11,within a few hours,1.00,1.00,TRUE,Ballard,1,1,"    email  ,   phone  ,   reviews    ",TRUE,FALSE,"Northwest 60th Street, Seattle, WA 98107, United States",Ballard,Adams,Seattle,WA,98107,House,Entire home/apt,2,1,1,1,Futon,"""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Pets live on this property"",""Dog(s)"",""Heating"",""Essentials"",""Shampoo""",NA,$80.00 ,$530.00 ,"$1,600.00 ",NA,$25.00 ,2,$20.00 ,2,100,4 weeks ago,TRUE,24,45,61,150,1/4/2016,39,2014-07-28,2015-12-28,98,10,10,10,10,10,10,FALSE,NA,FALSE,moderate,FALSE,FALSE,1,2.22,Seattle
7067082,Ballard Loft-crash pad,none,25171396,Heidi,2014-12-24,within a few hours,1.00,1.00,TRUE,NA,1,1,"    email  ,   phone  ,   facebook  ,   reviews    ",TRUE,FALSE,"Ballard Ave NW, Seattle, WA 98107, United States",NA,Adams,Seattle,WA,98107,Loft,Private room,3,1,1,1,Real Bed,"""Wireless Internet"",""Air Conditioning"",""Kitchen"",""Pets Allowed"",""Pets live on this property"",""Heating"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Essentials"",""Shampoo"",""Hair""Dryer"""",Iron,""Laptop Friendly Workspace""",NA,$49.00 ,NA,NA,NA,$7.00 ,1,$0.00 ,1,1125,today,TRUE,17,42,69,344,1/4/2016,10,2015-07-10,2015-09-28,90,9,9,10,10,10,9,FALSE,NA,FALSE,moderate,FALSE,FALSE,1,1.68,Seattle
3121829,Kid friendly townhouse near it all,none,4152568,Barrie,2012-11-14,within a day,1.00,1.00,FALSE,Ballard,1,1,"    email  ,   phone  ,   reviews  ,   kba    ",TRUE,TRUE,"Northwest 58th Street, Seattle, WA 98107, United States",Ballard,Adams,Seattle,WA,98107,House,Entire home/apt,4,2.5,3,2,Real Bed,"""Cable TV"",""Wireless Internet"",""Kitchen"",Gym,""Indoor Fireplace"",""Heating"",""Family/Kid Friendly"",""Washer"",""Dryer"",""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",""Essentials""",NA,$100.00 ,$650.00 ,NA,$300.00 ,$85.00 ,1,$0.00 ,1,1125,4 days ago,TRUE,0,0,0,240,1/4/2016,6,2014-07-22,2015-12-30,90,10,10,9,9,10,9,FALSE,NA,FALSE,moderate,FALSE,FALSE,1,0.34,Seattle
2539881,Sunny Ballard Near Everthing,none,12503146,Alan,2014-02-23,within a few hours,1.00,1.00,FALSE,Ballard,1,1,"    email  ,   phone  ,   reviews    ",TRUE,FALSE,"Northwest Market Street, Seattle, WA 98107, United States",Ballard,Adams,Seattle,WA,98107,Apartment,Entire home/apt,2,1,1,1,Real Bed,"""Cable TV"",""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Pets live on this property"",""Elevator in Building"",""Heating"",""Family/Kid Friendly"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector""",NA,$79.00 ,NA,NA,NA,NA,1,$0.00 ,1,1125,2 months ago,TRUE,0,0,0,2,1/4/2016,4,2014-05-25,2015-11-29,85,8,8,10,10,10,10,FALSE,NA,FALSE,flexible,FALSE,FALSE,1,0.2,Seattle
3678718,Odd Lodging in the Heart of Ballard,none,5776729,Ballard Odd Fellows,2013-04-04,within an hour,0.90,1.00,TRUE,Ballard,1,1,"    email  ,   phone  ,   reviews  ,   jumio    ",TRUE,TRUE,"Northwest Market Street, Seattle, WA 98107, United States",Ballard,Adams,Seattle,WA,98107,Apartment,Entire home/apt,2,1,0,1,Real Bed,"""Wireless Internet"",""Kitchen"",""Heating"",""First Aid Kit"",""Fire Extinguisher"",""Essentials"",""Shampoo"",Iron",NA,$75.00 ,$540.00 ,"$1,900.00 ",$250.00 ,$50.00 ,2,$20.00 ,2,14,5 days ago,TRUE,22,51,81,356,1/4/2016,79,2014-08-16,2015-12-18,96,10,10,10,10,10,10,FALSE,NA,FALSE,moderate,FALSE,FALSE,1,4.67,Seattle
4694479,Cozy Room in Heart of Ballard,none,20069008,Kaiser,2014-08-15,within a few hours,1.00,1.00,TRUE,Ballard,2,2,"    email  ,   phone  ,   google  ,   linkedin  ,   reviews  ,   jumio    ",TRUE,TRUE,"Northwest 58th Street, Seattle, WA 98107, United States",Ballard,Adams,Seattle,WA,98107,House,Private room,2,1,1,1,Real Bed,"""Cable TV"",""Wireless Internet"",""Pets live on this property"",""Heating"",""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",""Essentials"",""Shampoo"",""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair""Dryer""""",NA,$57.00 ,$550.00 ,"$2,000.00 ",$100.00 ,$15.00 ,0,$0.00 ,2,28,2 days ago,TRUE,26,53,83,358,1/4/2016,50,2015-03-29,2015-12-14,96,10,10,10,10,10,10,FALSE,NA,FALSE,moderate,FALSE,FALSE,2,5.32,Seattle
6646843,Sweet North Central Flat,none,34793330,Maya And Yoav,2015-06-02,within an hour,1.00,1.00,FALSE,Ballard,1,1,"    email  ,   phone  ,   reviews    ",TRUE,FALSE,"Northwest 57th Street, Seattle, WA 98107, United States",Ballard,West Woodland,Seattle,WA,98107,Apartment,Entire home/apt,4,1,1,2,Real Bed,"""Wireless Internet"",""Kitchen"",""Heating"",""Family/Kid Friendly"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector"",""Essentials""",NA,$99.00 ,NA,NA,NA,$45.00 ,2,$10.00 ,2,1125,yesterday,TRUE,9,38,68,340,1/4/2016,28,2015-08-13,2015-12-28,89,10,9,10,10,10,9,FALSE,NA,FALSE,moderate,FALSE,FALSE,1,5.79,Seattle
1364440,Ballard Mid-Century Apartment Room,none,256203,Shannon,2010-10-07,within a day,0.63,1.00,FALSE,Ballard,1,1,"    email  ,   phone  ,   facebook  ,   reviews  ,   kba    ",TRUE,TRUE,"3rd Avenue Northwest, Seattle, WA 98107, United States",Ballard,West Woodland,Seattle,WA,98107,Apartment,Private room,1,1,1,1,Futon,"""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Heating"",""Washer"",""Dryer"",""Smoke Detector"",""Fire Extinguisher"",""Essentials""",NA,$55.00 ,$274.00 ,NA,NA,NA,1,$0.00 ,2,10,4 days ago,TRUE,30,60,90,365,1/4/2016,20,2013-08-09,2015-09-26,100,10,10,10,10,9,10,FALSE,NA,FALSE,moderate,FALSE,FALSE,1,0.68,Seattle
1781873,Fremont View Apartment,none,2237228,Mimi,2012-04-27,within a few hours,1.00,1.00,FALSE,Ballard,1,1,"    phone  ,   reviews  ,   kba    ",TRUE,FALSE,"Northwest 47th Street, Seattle, WA 98107, United States",Ballard,West Woodland,Seattle,WA,98107,Apartment,Entire home/apt,2,1,1,1,Real Bed,"""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Pets live on this property"",""Dog(s)"",""Heating""",NA,$96.00 ,$559.00 ,"$1,974.00 ",NA,NA,2,$20.00 ,2,14,today,TRUE,30,60,90,179,1/4/2016,57,2014-03-09,2015-12-01,92,10,9,10,10,9,9,FALSE,NA,FALSE,strict,FALSE,FALSE,1,2.56,Seattle
4138423,Sunny Ballard Digs,none,129014,Rob And Molly,2010-05-20,within an hour,1.00,1.00,FALSE,Ballard,2,2,"    email  ,   phone  ,   facebook  ,   reviews  ,   kba    ",TRUE,TRUE,"8th Avenue Northwest, Seattle, WA 98107, United States",Ballard,West Woodland,Seattle,WA,98107,House,Entire home/apt,4,1,1,1,Real Bed,"""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Pets Allowed"",""Heating"",""Family/Kid Friendly"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",""Essentials"",""Shampoo"",""24-Hour Check-in"",Hangers,""Hair""Dryer"""",Iron,""Laptop Friendly Workspace""",NA,$99.00 ,NA,NA,$100.00 ,$30.00 ,2,$10.00 ,1,1125,today,TRUE,21,51,81,352,1/4/2016,38,2014-10-25,2015-12-20,94,10,9,10,10,9,9,FALSE,NA,FALSE,moderate,FALSE,FALSE,2,2.61,Seattle
5562674,Walk Ballard! Bright Basement 2Bdrm,none,28840161,Anna,2015-03-05,within an hour,0.90,1.00,FALSE,Ballard,1,1,"    email  ,   phone  ,   facebook  ,   reviews  ,   kba    ",TRUE,TRUE,"Northwest 56th Street, Seattle, WA 98107, United States",Ballard,West Woodland,Seattle,WA,98107,House,Entire home/apt,4,1,2,2,Real Bed,"""Wireless Internet"",""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",""Heating"",""Family/Kid Friendly"",""Washer"",""Dryer"",""Fire Extinguisher"",""Essentials"",""Shampoo""",NA,$79.00 ,NA,NA,NA,$35.00 ,1,$0.00 ,1,1125,a week ago,TRUE,23,43,73,162,1/4/2016,71,2015-03-15,2015-12-13,95,10,10,10,10,10,9,FALSE,NA,FALSE,strict,FALSE,FALSE,1,7.2,Seattle
1789341,Modern Classic~Convenient~Priv Home,none,3979528,Amelia & Foxy,2012-10-26,within a few hours,1.00,1.00,FALSE,Ballard,5,5,"    email  ,   phone  ,   facebook  ,   linkedin  ,   reviews  ,   kba    ",TRUE,TRUE,"Northwest 59th Street, Seattle, WA 98107, United States",Ballard,West Woodland,Seattle,WA,98107,House,Entire home/apt,2,1,1,1,Real Bed,"""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Heating"",""Washer"",""Dryer""",NA,$115.00 ,$650.00 ,"$1,899.00 ",$200.00 ,$85.00 ,2,$100.00 ,3,365,4 weeks ago,TRUE,0,4,34,174,1/4/2016,17,2014-04-20,2015-11-28,99,10,10,10,10,10,10,FALSE,NA,FALSE,strict,FALSE,FALSE,2,0.82,Seattle
4672934,Modern 3BR Freestanding Townhouse,none,19993125,Steven,2014-08-14,within an hour,1.00,1.00,TRUE,Ballard,2,2,"    email  ,   phone  ,   facebook  ,   google  ,   reviews  ,   jumio    ",TRUE,TRUE,"Northwest 51st Street, Seattle, WA 98107, United States",Ballard,West Woodland,Seattle,WA,98107,House,Entire home/apt,10,2.5,3,5,Real Bed,"""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Pets live on this property"",""Dog(s)"",""Indoor Fireplace"",""Heating"",""Family/Kid Friendly"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Essentials"",""Shampoo"",""24-Hour Check-in"",Hangers,""Hair""Dryer"""",""Laptop Friendly Workspace""",NA,$350.00 ,"$1,500.00 ",NA,$500.00 ,$125.00 ,6,$25.00 ,1,1125,3 days ago,TRUE,30,60,90,352,1/4/2016,13,2015-01-02,2016-01-02,98,10,10,10,10,10,10,FALSE,NA,FALSE,strict,FALSE,FALSE,1,1.06,Seattle
4550099,Brand-New 3BR/3BA Home w/ Roof-View,none,15104715,Mike & Laura,2014-05-04, , , ,FALSE,Ballard,1,1,"    email  ,   phone  ,   facebook  ,   google  ,   linkedin  ,   reviews  ,   kba    ",TRUE,TRUE,"Northwest 62nd Street, Seattle, WA 98107, United States",Ballard,West Woodland,Seattle,WA,98107,House,Entire home/apt,6,3,3,3,Real Bed,"""Cable TV"",""Wireless Internet"",""Kitchen"",""Heating"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Essentials""",NA,$295.00 ,NA,NA,$300.00 ,$131.00 ,5,$50.00 ,2,7,3 months ago,TRUE,0,0,0,0,1/4/2016,3,2014-11-29,2015-05-26,93,9,7,9,10,9,8,FALSE,NA,FALSE,strict,FALSE,FALSE,1,0.22,Seattle
1198799,A Friendly Place in Ballard,none,6428916,Javier & Yeon,2013-05-16,within an hour,1.00,1.00,TRUE,Ballard,1,1,"    email  ,   phone  ,   facebook  ,   reviews  ,   kba    ",TRUE,TRUE,"Northwest 60th Street, Seattle, WA 98107, United States",Ballard,West Woodland,Seattle,WA,98107,House,Private room,2,1.5,1,1,Real Bed,"""Wireless Internet"",""Kitchen"",""Free Parking on Premises"",""Indoor Fireplace"",""Heating"",""Family/Kid Friendly"",""Washer"",""Dryer"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Essentials"",""Shampoo""",NA,$70.00 ,$420.00 ,"$1,300.00 ",$100.00 ,$20.00 ,0,$0.00 ,2,1125,4 weeks ago,TRUE,2,32,62,337,1/4/2016,19,2015-03-01,2016-01-01,98,10,10,10,10,10,10,FALSE,NA,FALSE,moderate,FALSE,FALSE,1,1.84,Seattle
